"Data","Ultimo","Apertura","Massimo","Minimo","Vol.","Var. %"
"15.11.2017","1,3171","1,3167","1,3216","1,3131","","0,05%"
"14.11.2017","1,3165","1,3116","1,3188","1,3075","","0,37%"
"13.11.2017","1,3116","1,3183","1,3198","1,3062","","-0,57%"
"10.11.2017","1,3191","1,3148","1,3232","1,3113","","0,30%"
"09.11.2017","1,3151","1,3115","1,3167","1,3086","","0,27%"
"08.11.2017","1,3116","1,3167","1,3178","1,3087","","-0,39%"
"07.11.2017","1,3167","1,3170","1,3179","1,3109","","-0,04%"
"06.11.2017","1,3172","1,3085","1,3177","1,3058","","0,73%"
"03.11.2017","1,3076","1,3059","1,3132","1,3039","","0,13%"
"02.11.2017","1,3059","1,3245","1,3300","1,3043","","-1,41%"
"01.11.2017","1,3246","1,3282","1,3321","1,3240","","-0,28%"
"31.10.2017","1,3283","1,3207","1,3289","1,3190","","0,57%"
"30.10.2017","1,3208","1,3112","1,3216","1,3105","","0,60%"
"27.10.2017","1,3129","1,3161","1,3164","1,3070","","-0,24%"
"26.10.2017","1,3160","1,3264","1,3281","1,3147","","-0,78%"
"25.10.2017","1,3264","1,3132","1,3272","1,3110","","0,97%"
"24.10.2017","1,3136","1,3199","1,3229","1,3112","","-0,46%"
"23.10.2017","1,3197","1,3187","1,3228","1,3156","","0,05%"
"20.10.2017","1,3190","1,3159","1,3202","1,3087","","0,24%"
"19.10.2017","1,3159","1,3206","1,3230","1,3132","","-0,35%"
"18.10.2017","1,3205","1,3191","1,3212","1,3140","","0,11%"
"17.10.2017","1,3191","1,3250","1,3289","1,3154","","-0,45%"
"16.10.2017","1,3250","1,3309","1,3313","1,3225","","-0,28%"
"13.10.2017","1,3287","1,3262","1,3338","1,3249","","0,19%"
"12.10.2017","1,3262","1,3224","1,3292","1,3121","","0,29%"
"11.10.2017","1,3223","1,3205","1,3236","1,3175","","0,14%"
"10.10.2017","1,3204","1,3141","1,3227","1,3131","","0,47%"
"09.10.2017","1,3142","1,3069","1,3185","1,3056","","0,58%"
"06.10.2017","1,3066","1,3119","1,3127","1,3027","","-0,40%"
"05.10.2017","1,3119","1,3247","1,3251","1,3107","","-0,95%"
"04.10.2017","1,3245","1,3236","1,3293","1,3235","","0,07%"
"03.10.2017","1,3236","1,3276","1,3289","1,3222","","-0,31%"
"02.10.2017","1,3277","1,3389","1,3404","1,3255","","-0,90%"
"29.09.2017","1,3397","1,3441","1,3446","1,3349","","-0,33%"
"28.09.2017","1,3442","1,3386","1,3458","1,3343","","0,41%"
"27.09.2017","1,3387","1,3459","1,3464","1,3364","","-0,53%"
"26.09.2017","1,3458","1,3467","1,3517","1,3410","","-0,07%"
"25.09.2017","1,3467","1,3493","1,3572","1,3431","","-0,19%"
"22.09.2017","1,3493","1,3581","1,3597","1,3450","","-0,63%"
"21.09.2017","1,3579","1,3493","1,3587","1,3470","","0,63%"
"20.09.2017","1,3494","1,3510","1,3658","1,3452","","-0,11%"
"19.09.2017","1,3509","1,3495","1,3553","1,3469","","0,11%"
"18.09.2017","1,3494","1,3576","1,3620","1,3465","","-0,73%"
"15.09.2017","1,3593","1,3398","1,3617","1,3381","","1,46%"
"14.09.2017","1,3397","1,3211","1,3407","1,3162","","1,41%"
"13.09.2017","1,3211","1,3284","1,3330","1,3185","","-0,55%"
"12.09.2017","1,3284","1,3163","1,3300","1,3160","","0,92%"
"11.09.2017","1,3163","1,3203","1,3223","1,3159","","-0,27%"
"08.09.2017","1,3198","1,3100","1,3225","1,3093","","0,74%"
"07.09.2017","1,3101","1,3043","1,3117","1,3032","","0,44%"
"06.09.2017","1,3043","1,3032","1,3084","1,3018","","0,08%"
"05.09.2017","1,3033","1,2927","1,3044","1,2909","","0,78%"
"04.09.2017","1,2932","1,2958","1,2967","1,2911","","-0,15%"
"01.09.2017","1,2951","1,2931","1,2996","1,2904","","0,15%"
"31.08.2017","1,2931","1,2928","1,2935","1,2851","","0,04%"
"30.08.2017","1,2926","1,2918","1,2939","1,2877","","0,05%"
"29.08.2017","1,2920","1,2931","1,2979","1,2914","","-0,10%"
"28.08.2017","1,2933","1,2902","1,2948","1,2873","","0,36%"
"25.08.2017","1,2887","1,2799","1,2891","1,2793","","0,68%"
"24.08.2017","1,2800","1,2796","1,2837","1,2771","","0,00%"
"23.08.2017","1,2800","1,2824","1,2835","1,2779","","-0,19%"
"22.08.2017","1,2824","1,2897","1,2910","1,2809","","-0,60%"
"21.08.2017","1,2901","1,2870","1,2918","1,2849","","0,19%"
"18.08.2017","1,2876","1,2869","1,2920","1,2834","","0,05%"
"17.08.2017","1,2869","1,2894","1,2914","1,2855","","-0,16%"
"16.08.2017","1,2890","1,2870","1,2905","1,2842","","0,16%"
"15.08.2017","1,2870","1,2964","1,2971","1,2845","","-0,73%"
"14.08.2017","1,2965","1,2994","1,3024","1,2957","","-0,36%"
"11.08.2017","1,3012","1,2976","1,3031","1,2938","","0,29%"
"10.08.2017","1,2975","1,3000","1,3017","1,2951","","-0,23%"
"09.08.2017","1,3005","1,2989","1,3029","1,2966","","0,11%"
"08.08.2017","1,2991","1,3035","1,3055","1,2952","","-0,34%"
"07.08.2017","1,3035","1,3028","1,3063","1,3014","","-0,01%"
"04.08.2017","1,3036","1,3135","1,3166","1,3022","","-0,78%"
"03.08.2017","1,3139","1,3221","1,3266","1,3112","","-0,64%"
"02.08.2017","1,3223","1,3203","1,3252","1,3189","","0,15%"
"01.08.2017","1,3203","1,3216","1,3249","1,3193","","-0,08%"
"31.07.2017","1,3214","1,3131","1,3225","1,3096","","0,60%"
"28.07.2017","1,3135","1,3067","1,3155","1,3060","","0,52%"
"27.07.2017","1,3067","1,3119","1,3157","1,3052","","-0,41%"
"26.07.2017","1,3121","1,3021","1,3125","1,3001","","0,73%"
"25.07.2017","1,3026","1,3030","1,3086","1,3007","","-0,02%"
"24.07.2017","1,3029","1,2986","1,3058","1,2986","","0,26%"
"21.07.2017","1,2995","1,2975","1,3023","1,2954","","0,16%"
"20.07.2017","1,2974","1,3024","1,3038","1,2934","","-0,34%"
"19.07.2017","1,3018","1,3037","1,3053","1,3009","","-0,17%"
"18.07.2017","1,3040","1,3057","1,3127","1,3004","","-0,11%"
"17.07.2017","1,3055","1,3100","1,3113","1,3045","","-0,31%"
"14.07.2017","1,3096","1,2935","1,3115","1,2933","","1,21%"
"13.07.2017","1,2939","1,2887","1,2958","1,2879","","0,42%"
"12.07.2017","1,2885","1,2848","1,2908","1,2811","","0,28%"
"11.07.2017","1,2849","1,2885","1,2932","1,2833","","-0,23%"
"10.07.2017","1,2879","1,2886","1,2912","1,2857","","-0,10%"
"07.07.2017","1,2892","1,2969","1,2977","1,2867","","-0,61%"
"06.07.2017","1,2971","1,2936","1,2984","1,2919","","0,28%"
"05.07.2017","1,2935","1,2917","1,2950","1,2892","","0,12%"
"04.07.2017","1,2920","1,2940","1,2962","1,2913","","-0,13%"
"03.07.2017","1,2937","1,3011","1,3024","1,2930","","-0,69%"
"30.06.2017","1,3027","1,3005","1,3032","1,2948","","0,16%"
"29.06.2017","1,3006","1,2923","1,3013","1,2919","","0,62%"
"28.06.2017","1,2926","1,2817","1,2974","1,2792","","0,86%"
"27.06.2017","1,2816","1,2723","1,2860","1,2716","","0,75%"
"26.06.2017","1,2721","1,2729","1,2760","1,2704","","0,02%"
"23.06.2017","1,2718","1,2681","1,2745","1,2673","","0,28%"
"22.06.2017","1,2682","1,2670","1,2692","1,2652","","0,09%"
"21.06.2017","1,2671","1,2631","1,2712","1,2591","","0,32%"
"20.06.2017","1,2631","1,2732","1,2758","1,2603","","-0,82%"
"19.06.2017","1,2736","1,2787","1,2817","1,2724","","-0,31%"
"16.06.2017","1,2776","1,2754","1,2806","1,2748","","0,16%"
"15.06.2017","1,2755","1,2750","1,2796","1,2689","","0,02%"
"14.06.2017","1,2752","1,2755","1,2818","1,2722","","-0,01%"
"13.06.2017","1,2753","1,2660","1,2759","1,2642","","0,77%"
"12.06.2017","1,2656","1,2731","1,2771","1,2637","","-0,70%"
"09.06.2017","1,2745","1,2958","1,2964","1,2637","","-1,61%"
"08.06.2017","1,2953","1,2961","1,2979","1,2907","","-0,06%"
"07.06.2017","1,2961","1,2912","1,2969","1,2887","","0,39%"
"06.06.2017","1,2911","1,2905","1,2953","1,2874","","0,06%"
"05.06.2017","1,2903","1,2850","1,2942","1,2847","","0,12%"
"02.06.2017","1,2887","1,2881","1,2908","1,2849","","0,05%"
"01.06.2017","1,2881","1,2889","1,2916","1,2830","","-0,07%"
"31.05.2017","1,2890","1,2859","1,2921","1,2769","","0,25%"
"30.05.2017","1,2858","1,2837","1,2890","1,2792","","0,13%"
"29.05.2017","1,2841","1,2807","1,2853","1,2791","","0,29%"
"26.05.2017","1,2804","1,2942","1,2949","1,2773","","-1,05%"
"25.05.2017","1,2940","1,2969","1,3013","1,2929","","-0,26%"
"24.05.2017","1,2974","1,2961","1,3000","1,2925","","0,09%"
"23.05.2017","1,2962","1,3000","1,3036","1,2954","","-0,29%"
"22.05.2017","1,3000","1,3007","1,3044","1,2965","","-0,27%"
"19.05.2017","1,3035","1,2936","1,3040","1,2927","","0,74%"
"18.05.2017","1,2939","1,2969","1,3051","1,2893","","-0,26%"
"17.05.2017","1,2973","1,2918","1,2994","1,2907","","0,43%"
"16.05.2017","1,2917","1,2896","1,2958","1,2866","","0,19%"
"15.05.2017","1,2893","1,2888","1,2940","1,2873","","0,02%"
"12.05.2017","1,2891","1,2886","1,2900","1,2843","","0,04%"
"11.05.2017","1,2886","1,2942","1,2953","1,2852","","-0,40%"
"10.05.2017","1,2938","1,2933","1,2989","1,2926","","0,02%"
"09.05.2017","1,2935","1,2944","1,2961","1,2902","","-0,04%"
"08.05.2017","1,2940","1,2981","1,2992","1,2929","","-0,32%"
"05.05.2017","1,2981","1,2920","1,2985","1,2900","","0,46%"
"04.05.2017","1,2921","1,2864","1,2931","1,2830","","0,42%"
"03.05.2017","1,2867","1,2940","1,2953","1,2865","","-0,55%"
"02.05.2017","1,2938","1,2888","1,2943","1,2865","","0,40%"
"01.05.2017","1,2886","1,2951","1,2955","1,2879","","-0,50%"
"28.04.2017","1,2951","1,2908","1,2970","1,2889","","0,36%"
"27.04.2017","1,2904","1,2846","1,2916","1,2836","","0,44%"
"26.04.2017","1,2847","1,2840","1,2864","1,2804","","0,05%"
"25.04.2017","1,2841","1,2795","1,2846","1,2772","","0,37%"
"24.04.2017","1,2794","1,2842","1,2871","1,2770","","-0,15%"
"21.04.2017","1,2813","1,2813","1,2835","1,2759","","0,00%"
"20.04.2017","1,2813","1,2782","1,2851","1,2775","","0,27%"
"19.04.2017","1,2779","1,2839","1,2862","1,2768","","-0,48%"
"18.04.2017","1,2841","1,2569","1,2909","1,2518","","2,20%"
"17.04.2017","1,2565","1,2531","1,2599","1,2526","","0,33%"
"14.04.2017","1,2524","1,2503","1,2537","1,2500","","0,14%"
"13.04.2017","1,2506","1,2537","1,2575","1,2497","","-0,27%"
"12.04.2017","1,2540","1,2491","1,2550","1,2479","","0,39%"
"11.04.2017","1,2491","1,2412","1,2497","1,2404","","0,62%"
"10.04.2017","1,2414","1,2384","1,2432","1,2367","","0,33%"
"07.04.2017","1,2373","1,2468","1,2478","1,2363","","-0,78%"
"06.04.2017","1,2470","1,2486","1,2508","1,2451","","-0,10%"
"05.04.2017","1,2483","1,2440","1,2501","1,2423","","0,34%"
"04.04.2017","1,2441","1,2488","1,2496","1,2418","","-0,37%"
"03.04.2017","1,2487","1,2540","1,2556","1,2464","","-0,50%"
"31.03.2017","1,2550","1,2472","1,2562","1,2436","","0,65%"
"30.03.2017","1,2469","1,2433","1,2529","1,2405","","0,28%"
"29.03.2017","1,2434","1,2447","1,2476","1,2377","","-0,13%"
"28.03.2017","1,2450","1,2559","1,2598","1,2439","","-0,84%"
"27.03.2017","1,2556","1,2487","1,2618","1,2476","","0,69%"
"24.03.2017","1,2470","1,2521","1,2524","1,2468","","-0,41%"
"23.03.2017","1,2521","1,2484","1,2532","1,2461","","0,30%"
"22.03.2017","1,2484","1,2477","1,2507","1,2423","","0,04%"
"21.03.2017","1,2479","1,2358","1,2496","1,2340","","0,98%"
"20.03.2017","1,2358","1,2400","1,2437","1,2335","","-0,29%"
"17.03.2017","1,2394","1,2359","1,2406","1,2323","","0,28%"
"16.03.2017","1,2360","1,2289","1,2378","1,2241","","0,55%"
"15.03.2017","1,2292","1,2153","1,2309","1,2139","","1,14%"
"14.03.2017","1,2154","1,2219","1,2228","1,2108","","-0,53%"
"13.03.2017","1,2219","1,2162","1,2252","1,2149","","0,39%"
"10.03.2017","1,2171","1,2168","1,2190","1,2140","","0,03%"
"09.03.2017","1,2167","1,2166","1,2195","1,2134","","-0,02%"
"08.03.2017","1,2170","1,2199","1,2216","1,2140","","-0,25%"
"07.03.2017","1,2200","1,2235","1,2253","1,2168","","-0,29%"
"06.03.2017","1,2236","1,2294","1,2302","1,2223","","-0,48%"
"03.03.2017","1,2295","1,2270","1,2304","1,2217","","0,23%"
"02.03.2017","1,2267","1,2289","1,2308","1,2242","","-0,23%"
"01.03.2017","1,2295","1,2382","1,2406","1,2279","","-0,69%"
"28.02.2017","1,2381","1,2443","1,2470","1,2369","","-0,51%"
"27.02.2017","1,2444","1,2467","1,2486","1,2384","","-0,19%"
"24.02.2017","1,2468","1,2554","1,2572","1,2447","","-0,69%"
"23.02.2017","1,2555","1,2443","1,2562","1,2428","","0,84%"
"22.02.2017","1,2451","1,2471","1,2509","1,2423","","-0,18%"
"21.02.2017","1,2473","1,2458","1,2482","1,2398","","0,10%"
"20.02.2017","1,2461","1,2410","1,2483","1,2401","","0,38%"
"17.02.2017","1,2414","1,2490","1,2513","1,2388","","-0,61%"
"16.02.2017","1,2490","1,2462","1,2527","1,2454","","0,25%"
"15.02.2017","1,2459","1,2471","1,2482","1,2381","","-0,09%"
"14.02.2017","1,2470","1,2526","1,2550","1,2443","","-0,46%"
"13.02.2017","1,2528","1,2474","1,2541","1,2470","","0,30%"
"10.02.2017","1,2491","1,2498","1,2524","1,2438","","-0,04%"
"09.02.2017","1,2496","1,2542","1,2585","1,2490","","-0,34%"
"08.02.2017","1,2539","1,2508","1,2551","1,2474","","0,22%"
"07.02.2017","1,2511","1,2465","1,2547","1,2346","","0,33%"
"06.02.2017","1,2470","1,2491","1,2510","1,2424","","-0,14%"
"03.02.2017","1,2488","1,2525","1,2539","1,2458","","-0,32%"
"02.02.2017","1,2528","1,2664","1,2715","1,2522","","-1,03%"
"01.02.2017","1,2658","1,2587","1,2686","1,2549","","0,63%"
"31.01.2017","1,2579","1,2485","1,2598","1,2412","","0,74%"
"30.01.2017","1,2486","1,2552","1,2604","1,2466","","-0,55%"
"27.01.2017","1,2555","1,2599","1,2614","1,2523","","-0,30%"
"26.01.2017","1,2593","1,2638","1,2680","1,2562","","-0,32%"
"25.01.2017","1,2634","1,2525","1,2643","1,2492","","0,90%"
"24.01.2017","1,2521","1,2534","1,2546","1,2415","","-0,11%"
"23.01.2017","1,2535","1,2363","1,2546","1,2356","","1,29%"
"20.01.2017","1,2375","1,2342","1,2381","1,2260","","0,27%"
"19.01.2017","1,2342","1,2257","1,2343","1,2251","","0,68%"
"18.01.2017","1,2259","1,2414","1,2417","1,2252","","-1,24%"
"17.01.2017","1,2413","1,2044","1,2415","1,2014","","3,03%"
